fold,equation,complexity,loss,score,equation_index,train_rmse,train_r2,train_mae,train_pearson_r,train_spearman_r,train_kendall_tau,train_top_k_accuracy_true,val_rmse,val_r2,val_mae,val_pearson_r,val_spearman_r,val_kendall_tau,val_top_k_accuracy_true
2,2.8063407*alphafold_interface_sasa + alphafold_peptide_plddt*(alphafold_ipsae_max*(hydrophobic_aa_percent + uHrel)**2 + turn_fraction*(alphafold_ipsae_min - 2.8005872)) - alphafold_rosetta_score + instability_index - intra_alphafold_mean_rmsd + 5.5802245,29,1.5825878,0.0025151978249476504,14,1.2580095582932194,0.2897206171175699,1.0100837307170858,0.5382998611822152,0.5265338228243924,0.3669327576683276,0.2,1.304430526043225,0.25861930300705316,0.9840537836940462,0.5251738369522955,0.5381995244866651,0.37446685855605727,0.1
2,2.7486856*alphafold_interface_sasa + alphafold_peptide_plddt*(alphafold_ipsae_max*(hydrophobic_aa_percent + uHrel)**2 + instability_index + turn_fraction*(alphafold_ipsae_min - 2.8592312)) - alphafold_rosetta_score + 5.559002,27,1.5905689,0.0018672547591774779,13,1.2611776835675104,0.28613862916104893,1.0056010123738475,0.5349257247083041,0.5278105599913949,0.36714660179311,0.2,1.2766343368282116,0.28987891227514195,0.962929839350545,0.5536538893066353,0.5769150383937675,0.4063242745517112,0.2
2,2.8112178*alphafold_interface_sasa + alphafold_peptide_plddt*(alphafold_ipsae_max*(hydrophobic_aa_percent + uHrel)**2 + instability_index - 2.3717175*turn_fraction) - alphafold_rosetta_score + 5.526815,25,1.59652,0.007284110789149286,12,1.2635347995412614,0.2834677502109406,1.006775961354102,0.5324711956170652,0.5282446661844399,0.3675505295843657,0.2,1.2754494179556952,0.29119651021445603,0.9636270512262335,0.5544914726652312,0.5792727689189142,0.4082205493133573,0.2
2,2.6348593*alphafold_interface_sasa + alphafold_peptide_plddt*(turn_fraction*(alphafold_ipsae_min - 2.974373) + (alphafold_ipsae_max + instability_index)*(hydrophobic_aa_percent + uHrel)) - alphafold_rosetta_score + 5.628935,23,1.6199487,0.0017600408707529323,11,1.2727721124427083,0.27295276207018104,1.0135964768215202,0.5225968937672926,0.5198644202714412,0.3610639244659656,0.1,1.2873362584113583,0.2779232353186477,0.9666252124223055,0.5434047604750263,0.5708103352523834,0.39911843045745615,0.2
2,2.7414806*alphafold_interface_sasa + alphafold_peptide_plddt*(-2.2924013*turn_fraction + (alphafold_ipsae_max + instability_index)*(hydrophobic_aa_percent + uHrel)) - alphafold_rosetta_score + 5.550142,21,1.6256611,0.005604851793470666,10,1.2750141925829723,0.27038901334381005,1.0139931627338956,0.5202711057676401,0.5186265737647752,0.36030358980007254,0.1,1.28140739294619,0.284559011492719,0.9640150437773748,0.5471969419603497,0.5743211916238901,0.4026265387665014,0.2
2,2.5522578*alphafold_interface_sasa + alphafold_iptm*instability_index*(-7.6698184*turn_fraction + uHrel + 3.6240182) - alphafold_rosetta_score + 5.3329806,19,1.6439868,0.003569163360183631,9,1.2821804812464754,0.26216432564896064,1.0209358245695266,0.5125733606159179,0.5101210135018034,0.35495748668051197,0.1,1.297366652835072,0.26662714879417937,0.9889263865791446,0.5291764505229195,0.5577456939668983,0.39162814514895417,0.2
2,2.7394226*alphafold_interface_sasa + alphafold_iptm*instability_index*(3.6240182 - 7.6698184*turn_fraction) - alphafold_rosetta_score + 5.3329806,17,1.6557641,0.012483810658527135,8,1.2867649560004268,0.25687858569983,1.0203102663105235,0.5071188893038443,0.5045090047915568,0.3515359806839932,0.1,1.30946445690648,0.25288613393985493,0.9938637360758927,0.5212708804511964,0.5549987834686053,0.38755115441141513,0.2
2,2.7394226*alphafold_interface_sasa - alphafold_rosetta_score + instability_index*(3.6240182 - 7.6698184*turn_fraction) + 5.3329806,15,1.697625,0.006999884884709882,7,1.3029293544691878,0.23809106910088917,1.0343906151471036,0.49135826066065547,0.4982987713016452,0.3460710752728869,0.1,1.3268344411906947,0.23293381213138165,1.0116869746600983,0.5038055368720933,0.5378041670536273,0.3749409272464688,0.2
2,2*alphafold_interface_sasa + (alphafold_ipsae_max - turn_fraction)*(alphafold_ipsae_max + uHrel) + 5.1190886,13,1.7215585,0.008758067543045735,6,1.3120818251948323,0.2273493639981895,1.046874485609377,0.4865253186073492,0.4814309412531191,0.33309786503608657,0.1,1.3128414599750382,0.24902767238477552,0.997301611318901,0.5151764652369353,0.5475995592877956,0.37958680041250165,0.1
2,2.50174202551592*alphafold_interface_sasa + alphafold_ipsae_max*alphafold_peptide_plddt - turn_fraction + 5.136047,11,1.7519792,0.0031676934084277574,5,1.3236237023956834,0.21369615734594605,1.048762748984595,0.4629887294628613,0.4636859107547809,0.3226670238383662,0.1,1.3084000576020183,0.25410022459275805,0.9975654718121952,0.5142041655341383,0.5481081701521723,0.3800608691029132,0.1
2,2.1212776*alphafold_interface_sasa + alphafold_ipsae_max - 2.1212776*turn_fraction + 5.4809246,9,1.7631139,0.01155288700069726,4,1.3278230311832693,0.2086989874747297,1.0493039935942416,0.4570367392898982,0.4720348712921311,0.3263736553345948,0.1,1.314090994312694,0.24759747339002658,1.0026336901394703,0.5155329977174392,0.5383038549203832,0.3738979761275635,0.2
2,2.5243206*alphafold_interface_sasa - 2.5243206*turn_fraction + 6.07397,7,1.8043263,0.030306131278234158,3,1.3432522728546625,0.1902023816951357,1.0590293441819887,0.4361219810647622,0.4403432178786758,0.3035636153578031,0.1,1.3428419857032767,0.21431368198844536,1.017977899591309,0.4831095345540352,0.4998917229323826,0.3452642272267078,0.2
2,3.0684469*alphafold_interface_sasa + 5.14692,5,1.917073,0.035567828357906825,2,1.384584215223799,0.13960063871408868,1.1038116281466843,0.37363168876227604,0.35037710762749175,0.24164386100413723,0.0,1.3676647308292331,0.1849980228696717,1.0464164272268703,0.4348400805579321,0.4696132464678137,0.32412076363435416,0.1
2,alphafold_interface_sasa + 5.7056274,3,2.0584128,0.039611490095298324,1,1.434717150442203,0.07616607439406586,1.1576458128980631,0.373631688762276,0.35037710762749175,0.24164386100413723,0.0,1.4449800346530237,0.09024791376648289,1.1272473001211616,0.4348400805579318,0.4696132464678137,0.32412076363435416,0.1
2,5.97570370000000,1,2.22812,0.0,0,1.4926890141711375,-1.1345813177854325e-11,1.2133052560507296,,,,0.0,1.5257543542400205,-0.014305086332487171,1.1931897376771199,,,,0.1
