Model,train_acc,train_auc,train_f1,val_acc,val_auc,val_f1
LogReg,0.8479318734793188,0.9267124267124267,0.856815578465063,0.8743961352657005,0.9438813813813813,0.8818181818181818
RF,1.0,1.0,1.0,0.8647342995169082,0.9426144894894896,0.8691588785046729
SVC,0.8576642335766423,0.9267094475427808,0.8628370457209847,0.8840579710144928,0.941722972972973,0.8888888888888888
Symbolic,0.8467153284671532,0.9217312550645884,0.8555045871559633,0.8792270531400966,0.9390015015015015,0.8858447488584474
