uniprot	reactome	url	rxn_name	x	species	fullName	uniProtkbId
P16671	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Platelet glycoprotein 4	CD36_HUMAN
P16871	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Interleukin-7 receptor subunit alpha	IL7RA_HUMAN
P16871	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	IEA	Homo sapiens	Interleukin-7 receptor subunit alpha	IL7RA_HUMAN
P17181	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	TAS	Homo sapiens	Interferon alpha/beta receptor 1	INAR1_HUMAN
P17181	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	IEA	Homo sapiens	Interferon alpha/beta receptor 1	INAR1_HUMAN
P17612	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	cAMP-dependent protein kinase catalytic subunit alpha	KAPCA_HUMAN
P17706	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Tyrosine-protein phosphatase non-receptor type 2	PTN2_HUMAN
P17706	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	TAS	Homo sapiens	Tyrosine-protein phosphatase non-receptor type 2	PTN2_HUMAN
P18206	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Vinculin	VINC_HUMAN
P18827	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Syndecan-1	SDC1_HUMAN
P19256	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Lymphocyte function-associated antigen 3	LFA3_HUMAN
P19320	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Vascular cell adhesion protein 1	VCAM1_HUMAN
P19320	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	TAS	Homo sapiens	Vascular cell adhesion protein 1	VCAM1_HUMAN
P19397	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Leukocyte surface antigen CD53	CD53_HUMAN
P19438	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Tumor necrosis factor receptor superfamily member 1A	TNR1A_HUMAN
P19438	R-HSA-5668541	https://reactome.org/PathwayBrowser/#/R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	TAS	Homo sapiens	Tumor necrosis factor receptor superfamily member 1A	TNR1A_HUMAN
P19801	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Diamine oxidase [copper-containing]	AOC1_HUMAN
P20023	R-HSA-166658	https://reactome.org/PathwayBrowser/#/R-HSA-166658	Complement cascade	TAS	Homo sapiens	Complement receptor type 2	CR2_HUMAN
P20138	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Myeloid cell surface antigen CD33	CD33_HUMAN
P20333	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Tumor necrosis factor receptor superfamily member 1B	TNR1B_HUMAN
P20333	R-HSA-5668541	https://reactome.org/PathwayBrowser/#/R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	TAS	Homo sapiens	Tumor necrosis factor receptor superfamily member 1B	TNR1B_HUMAN
P20333	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Tumor necrosis factor receptor superfamily member 1B	TNR1B_HUMAN
P20336	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Ras-related protein Rab-3A	RAB3A_HUMAN
P20701	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Integrin alpha-L	ITAL_HUMAN
P21453	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Sphingosine 1-phosphate receptor 1	S1PR1_HUMAN
P21462	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	fMet-Leu-Phe receptor	FPR1_HUMAN
P21462	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	fMet-Leu-Phe receptor	FPR1_HUMAN
P21730	R-HSA-166658	https://reactome.org/PathwayBrowser/#/R-HSA-166658	Complement cascade	TAS	Homo sapiens	C5a anaphylatoxin chemotactic receptor 1	C5AR1_HUMAN
P21730	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	C5a anaphylatoxin chemotactic receptor 1	C5AR1_HUMAN
P22626	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Heterogeneous nuclear ribonucleoproteins A2/B1	ROA2_HUMAN
P22681	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	E3 ubiquitin-protein ligase CBL	CBL_HUMAN
P22681	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	IEA	Homo sapiens	E3 ubiquitin-protein ligase CBL	CBL_HUMAN
P22732	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Solute carrier family 2, facilitated glucose transporter member 5	GTR5_HUMAN
P22894	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Neutrophil collagenase	MMP8_HUMAN
P23471	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Receptor-type tyrosine-protein phosphatase zeta	PTPRZ_HUMAN
P24158	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Myeloblastin	PRTN3_HUMAN
P24158	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Myeloblastin	PRTN3_HUMAN
P24394	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Interleukin-4 receptor subunit alpha	IL4RA_HUMAN
P25024	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	C-X-C chemokine receptor type 1	CXCR1_HUMAN
P25025	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	C-X-C chemokine receptor type 2	CXCR2_HUMAN
P25090	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	N-formyl peptide receptor 2	FPR2_HUMAN
P25105	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Platelet-activating factor receptor	PTAFR_HUMAN
P25105	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Platelet-activating factor receptor	PTAFR_HUMAN
P25105	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	TAS	Homo sapiens	Platelet-activating factor receptor	PTAFR_HUMAN
P26038	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Moesin	MOES_HUMAN
P26842	R-HSA-5668541	https://reactome.org/PathwayBrowser/#/R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	TAS	Homo sapiens	CD27 antigen	CD27_HUMAN
P26992	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Ciliary neurotrophic factor receptor subunit alpha	CNTFR_HUMAN
P27105	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Stomatin	STOM_HUMAN
P27930	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Interleukin-1 receptor type 2	IL1R2_HUMAN
P28908	R-HSA-5668541	https://reactome.org/PathwayBrowser/#/R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	TAS	Homo sapiens	Tumor necrosis factor receptor superfamily member 8	TNR8_HUMAN
P29074	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Tyrosine-protein phosphatase non-receptor type 4	PTN4_HUMAN
P29074	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Tyrosine-protein phosphatase non-receptor type 4	PTN4_HUMAN
P29466	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Caspase-1	CASP1_HUMAN
P29965	R-HSA-5668541	https://reactome.org/PathwayBrowser/#/R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	TAS	Homo sapiens	CD40 ligand	CD40L_HUMAN
P30153	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	2AAA_HUMAN
P30153	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	2AAA_HUMAN
P30153	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	TAS	Homo sapiens	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	2AAA_HUMAN
P30926	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Neuronal acetylcholine receptor subunit beta-4	ACHB4_HUMAN
P31749	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	RAC-alpha serine/threonine-protein kinase	AKT1_HUMAN
P31785	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Cytokine receptor common subunit gamma	IL2RG_HUMAN
P31785	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	IEA	Homo sapiens	Cytokine receptor common subunit gamma	IL2RG_HUMAN
P31997	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Cell adhesion molecule CEACAM8	CEAM8_HUMAN
P32246	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	C-C chemokine receptor type 1	CCR1_HUMAN
P32455	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	TAS	Homo sapiens	Guanylate-binding protein 1	GBP1_HUMAN
P32970	R-HSA-5668541	https://reactome.org/PathwayBrowser/#/R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	TAS	Homo sapiens	CD70 antigen	CD70_HUMAN
P33681	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	T-lymphocyte activation antigen CD80	CD80_HUMAN
P34810	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Macrosialin	CD68_HUMAN
P35247	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Pulmonary surfactant-associated protein D	SFTPD_HUMAN
P35372	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Mu-type opioid receptor	OPRM_HUMAN
P36222	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Chitinase-3-like protein 1	CH3L1_HUMAN
P38484	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	TAS	Homo sapiens	Interferon gamma receptor 2	INGR2_HUMAN
P38484	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	IEA	Homo sapiens	Interferon gamma receptor 2	INGR2_HUMAN
P40189	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Interleukin-6 receptor subunit beta	IL6RB_HUMAN
P40189	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	IEA	Homo sapiens	Interleukin-6 receptor subunit beta	IL6RB_HUMAN
P40199	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Cell adhesion molecule CEACAM6	CEAM6_HUMAN
P41143	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Delta-type opioid receptor	OPRD_HUMAN
P41597	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	C-C chemokine receptor type 2	CCR2_HUMAN
P42081	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	T-lymphocyte activation antigen CD86	CD86_HUMAN
P42680	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Tyrosine-protein kinase Tec	TEC_HUMAN
P42702	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Leukemia inhibitory factor receptor	LIFR_HUMAN
P43235	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Cathepsin K	CATK_HUMAN
P43353	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Aldehyde dehydrogenase family 3 member B1	AL3B1_HUMAN
P43405	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Tyrosine-protein kinase SYK	KSYK_HUMAN
P43405	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	IEA	Homo sapiens	Tyrosine-protein kinase SYK	KSYK_HUMAN
P46108	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Adapter molecule crk	CRK_HUMAN
P46934	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	TAS	Homo sapiens	E3 ubiquitin-protein ligase NEDD4	NEDD4_HUMAN
P46940	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Ras GTPase-activating-like protein IQGAP1	IQGA1_HUMAN
P48023	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Tumor necrosis factor ligand superfamily member 6	TNFL6_HUMAN
P48960	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Adhesion G protein-coupled receptor E5	AGRE5_HUMAN
P49768	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Presenilin-1	PSN1_HUMAN
P51148	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Ras-related protein Rab-5C	RAB5C_HUMAN
P51575	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	P2X purinoceptor 1	P2RX1_HUMAN
P51681	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	C-C chemokine receptor type 5	CCR5_HUMAN
P53618	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Coatomer subunit beta	COPB_HUMAN
P54578	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Ubiquitin carboxyl-terminal hydrolase 14	UBP14_HUMAN
P54578	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Ubiquitin carboxyl-terminal hydrolase 14	UBP14_HUMAN
P55160	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Nck-associated protein 1-like	NCKPL_HUMAN
P57764	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Gasdermin-D	GSDMD_HUMAN
P57764	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Gasdermin-D	GSDMD_HUMAN
P57764	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Gasdermin-D	GSDMD_HUMAN
P58753	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Toll/interleukin-1 receptor domain-containing adapter protein	TIRAP_HUMAN
P60033	R-HSA-166658	https://reactome.org/PathwayBrowser/#/R-HSA-166658	Complement cascade	TAS	Homo sapiens	CD81 antigen	CD81_HUMAN
P60842	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	TAS	Homo sapiens	Eukaryotic initiation factor 4A-I	IF4A1_HUMAN
P60880	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Synaptosomal-associated protein 25	SNP25_HUMAN
P60880	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Synaptosomal-associated protein 25	SNP25_HUMAN
P60953	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Cell division control protein 42 homolog	CDC42_HUMAN
P61018	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Ras-related protein Rab-4B	RAB4B_HUMAN
P61020	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Ras-related protein Rab-5B	RAB5B_HUMAN
P61077	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Ubiquitin-conjugating enzyme E2 D3	UB2D3_HUMAN
P61224	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Ras-related protein Rap-1b	RAP1B_HUMAN
P61224	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Ras-related protein Rap-1b	RAP1B_HUMAN
P61586	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Transforming protein RhoA	RHOA_HUMAN
P62834	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Ras-related protein Rap-1A	RAP1A_HUMAN
P63000	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Ras-related C3 botulinum toxin substrate 1	RAC1_HUMAN
P63027	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Vesicle-associated membrane protein 2	VAMP2_HUMAN
P63165	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	TAS	Homo sapiens	Small ubiquitin-related modifier 1	SUMO1_HUMAN
P67809	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	TAS	Homo sapiens	Y-box-binding protein 1	YBOX1_HUMAN
P68104	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Elongation factor 1-alpha 1	EF1A1_HUMAN
P78380	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Oxidized low-density lipoprotein receptor 1	OLR1_HUMAN
P80511	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Protein S100-A12	S10AC_HUMAN
P80511	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Protein S100-A12	S10AC_HUMAN
P80511	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Protein S100-A12	S10AC_HUMAN
P84095	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Rho-related GTP-binding protein RhoG	RHOG_HUMAN
P98196	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Phospholipid-transporting ATPase IH	AT11A_HUMAN
Q01113	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Interleukin-9 receptor	IL9R_HUMAN
Q01518	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Adenylyl cyclase-associated protein 1	CAP1_HUMAN
Q01628	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	TAS	Homo sapiens	Interferon-induced transmembrane protein 3	IFM3_HUMAN
Q01629	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	TAS	Homo sapiens	Interferon-induced transmembrane protein 2	IFM2_HUMAN
Q01638	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Interleukin-1 receptor-like 1	ILRL1_HUMAN
Q02223	R-HSA-5668541	https://reactome.org/PathwayBrowser/#/R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	TAS	Homo sapiens	Tumor necrosis factor receptor superfamily member 17	TNR17_HUMAN
Q02413	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Desmoglein-1	DSG1_HUMAN
Q03405	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Urokinase plasminogen activator surface receptor	UPAR_HUMAN
Q05193	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Dynamin-1	DYN1_HUMAN
Q05655	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Protein kinase C delta type	KPCD_HUMAN
Q05655	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	TAS	Homo sapiens	Protein kinase C delta type	KPCD_HUMAN
Q06187	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Tyrosine-protein kinase BTK	BTK_HUMAN
Q07011	R-HSA-5668541	https://reactome.org/PathwayBrowser/#/R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	TAS	Homo sapiens	Tumor necrosis factor receptor superfamily member 9	TNR9_HUMAN
Q07065	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Cytoskeleton-associated protein 4	CKAP4_HUMAN
Q08554	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Desmocollin-1	DSC1_HUMAN
Q08722	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Leukocyte surface antigen CD47	CD47_HUMAN
Q08ET2	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Sialic acid-binding Ig-like lectin 14	SIG14_HUMAN
Q10588	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	BST1_HUMAN
Q10589	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Bone marrow stromal antigen 2	BST2_HUMAN
Q10589	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	TAS	Homo sapiens	Bone marrow stromal antigen 2	BST2_HUMAN
Q12846	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Syntaxin-4	STX4_HUMAN
Q12913	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Receptor-type tyrosine-protein phosphatase eta	PTPRJ_HUMAN
Q13261	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Interleukin-15 receptor subunit alpha	I15RA_HUMAN
Q13261	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	IEA	Homo sapiens	Interleukin-15 receptor subunit alpha	I15RA_HUMAN
Q13277	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Syntaxin-3	STX3_HUMAN
Q13303	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Voltage-gated potassium channel subunit beta-2	KCAB2_HUMAN
