Model,best_alpha,train_kendall_tau,train_mae,train_pearson_r,train_r2,train_rmse,train_spearman_r,train_top_k_accuracy_true,val_kendall_tau,val_mae,val_pearson_r,val_r2,val_rmse,val_spearman_r,val_top_k_accuracy_true
Lasso,0.007564633275546291,0.32828324409900206,1.1330388757398908,0.48598566968397705,0.2332155061495199,1.4374958807587486,0.46708299807267806,0.4,0.20038759726280572,1.3453799000354487,0.34691862713561705,0.10902264965999187,1.7295791672987137,0.2622586833005399,0.4
RF,,0.8530693025369874,0.45778133909268093,0.9723078698126414,0.8778920707260077,0.5736432414337085,0.9690362269866788,0.8,0.2797681913475887,1.357350171741284,0.44366756569557986,0.1871527697689962,1.6520058418022399,0.4077592086782384,0.5
SVR,,0.3895021377748317,1.0235397069458585,0.5089964042552216,0.25863343293851526,1.4134695155471004,0.5311790561676016,0.5,0.13455978753396133,1.416051072344252,0.21200170366673662,-0.013804411941456873,1.8449483059628413,0.16930858082313785,0.3
Symbolic,,0.3141463509810896,1.1493451552426288,0.46316466471789897,0.21452150658369873,1.4549132436807104,0.4484062757674461,0.3,0.1481125718898999,1.3333630663810125,0.3339763597442033,0.08681990311241705,1.7509967188821831,0.23209770114297548,0.4
