equation,complexity,loss,score,train_rmse,train_r2,val_rmse,val_r2,val_mae,equation_index
hydrophobic_aa_percent + (5.8235598 - 10.172723*interface_dG)*(instability_index + (distance_score - 10.917712*peptide_pae**2*uHrel)*(distance_score**2 + polar_aa_percent*uHrel)) + 5.322205,29,1.7298068,0.0072826680656111545,1.3152215547264696,0.3581139465759482,2.004211895809687,-0.1963907422745903,1.465811848704824,14
(distance_score*(distance_score + uHrel)*(distance_score - 10.423956*peptide_pae**2*uHrel) + instability_index)*(hydrophobic_aa_percent - 9.843201*interface_dG + 4.9408298) + 5.907704,27,1.7551864,0.007425222116699592,1.3248346960655235,0.3486963818851676,1.9740005879039646,-0.16059401889151115,1.4688813427528284,13
(5.6663017 - 9.906607*interface_dG)*(distance_score*(distance_score - 11.029692*peptide_pae**2*uHrel)*(hydrophobic_aa_percent + uHrel) + instability_index) + 5.905538,25,1.7814462,0.015483039158617956,1.3347085194338846,0.3389520400739039,1.9229562131017603,-0.1013479890246125,1.4511268980124303,12
uHrel + (5.2653885 - 9.166121*interface_dG)*(distance_score*(distance_score - 10.663078*peptide_pae**2*uHrel) + instability_index) + 5.5522394,23,1.8374736,0.010444131401955084,1.355534674276928,0.3181617409194165,1.857455594683923,-0.027596586429690317,1.3814199184741411,11
(5.2525964 - 9.180944*interface_dG)*(distance_score*(distance_score - 10.356978*peptide_pae**2*uHrel) + instability_index) + 5.955644,21,1.8762589,0.01452931435385188,1.36976626679475,0.30376951158331555,1.896906772659857,-0.07171114482344287,1.428060469970169,10
distance_score*(5.8982673 - 10.134738*interface_dG)*(-10.19835*peptide_pae**2*uHrel + 1) + 5.9422107,19,1.9315803,0.01195617710262055,1.389813318379108,0.2832411856029041,1.9154094629024334,-0.09272034744741342,1.4729471072767462,9
(4.0069532 - 6.3956246*interface_dG)*(instability_index + (distance_score - peptide_pae)*(hydrophobic_aa_percent + polar_aa_percent)) + 5.9249463,17,1.9783256,0.00652888132632124,1.4065298302651748,0.2658953099131307,1.7769568054634113,0.05954176244434373,1.3679357263100593,8
(5.272202 - 8.362269*interface_dG)*(hydrophobic_aa_percent*(distance_score - peptide_pae) + instability_index) + 5.8875036,15,2.0043275,0.006871519285284817,1.4157429714231289,0.25624665398261914,1.7731286921479474,0.0635894722599748,1.3438314855307576,7
(4.0068793 - 6.345113*interface_dG)*(distance_score + instability_index - peptide_pae) + 5.9232936,13,2.0320632,0.02042032759153529,1.4255048206873746,0.24595461760248816,1.7648945371367317,0.0722663902202565,1.344039085268912,6
(3.374078 - 4.3519845*interface_dG)*(distance_score + instability_index) + 5.4904785,11,2.116772,0.008267082757802793,1.4549132436807104,0.21452150658369873,1.7509967188821831,0.08681990311241705,1.3333630663810125,5
-rosetta_score - (distance_score + 3.0185924)*(interface_dG - 2.4250882),9,2.152062,0.0071941616156700845,1.4669909140276436,0.2014263938317996,1.761209583802679,0.07613640743950456,1.3402280312728516,4
-(distance_score + 3.0333939)*(interface_dG - 2.3002884),7,2.1832504,0.029427072034311816,1.4775828881929765,0.1898530338756984,1.7824849263393205,0.05368112046936779,1.3974707068357324,3
8.082659 - 3.2020159*interface_dG,5,2.3156002,0.037305015001565904,1.521709919305305,0.14074147957364314,1.7797723759090633,0.05655910780978368,1.3978405700620948,2
7.179078 - interface_dG,3,2.4949756,0.03853777161697131,1.5795494104579735,0.07418004838217795,1.8156815474479506,0.018104809953268797,1.4758825086687175,1
6.76864800000000,1,2.6948822,0.0,1.6416098448548078,-8.540279594626554e-12,1.8623732677522415,-0.03304497891948821,1.5255629564222526,0
