Feature,Importance
peptide_pae,0.21121817457299968
iptm,0.15244064614045233
interface_dG,0.14398677423581602
rosetta_score,0.03940328100986681
interface_sasa,0.036757918297862485
uHrel,0.03565136380402405
instability_index,0.029095792618122764
interface_delta_hbond_unsat,0.02643821205571555
molecular_weight,0.026103298195739387
distance_score,0.02607191954802865
packstat,0.02582471045479167
isoelectric_point,0.025306332978458985
length,0.024098682488575926
delta_net_charge_frac,0.02218148060734543
turn_fraction,0.022018453316880314
helix_fraction,0.021655910953365574
positively_charged_aa_percent,0.02151094480748853
hydrophobic_aa_percent,0.020998929506664158
polar_aa_percent,0.02091996716202451
gravy,0.018969753848730772
negatively_charged_aa_percent,0.018654331210451954
sheet_fraction,0.01799172639729816
aromaticity,0.012701395789296317
