Model,train_acc,train_auc,train_f1,val_acc,val_auc,val_f1
LogReg,0.832,0.8868542461696189,0.8184438040345822,0.8631578947368421,0.9294587400177462,0.8631578947368421
RF,1.0,1.0,1.0,0.8842105263157894,0.9454303460514641,0.8817204301075269
SVC,0.848,0.9073019308537904,0.836676217765043,0.8631578947368421,0.9520851818988465,0.8631578947368421
Symbolic,0.8586666666666667,0.8925784587344079,0.844574780058651,0.8631578947368421,0.9316770186335404,0.8602150537634409
