,mean,std,min,max
alphafold_iptm,0.5915092402464066,0.2548846169378,0.04,0.97
alphafold_rosetta_score,-244.46347383094712,318.60720788693493,-1083.956767612364,845.3802464233613
alphafold_interface_sasa,1522.9314848894064,584.3617998442819,362.57260441419953,3928.0241915307615
alphafold_interface_dG,-29.848826026418322,23.47147044155056,-97.5160905891188,24.517735617867032
alphafold_interface_delta_hbond_unsat,8.611909650924025,6.957609263826738,0.0,52.0
alphafold_packstat,0.6329872931029933,0.07355992107607286,0.3884111017673963,0.8376964638647835
alphafold_distance_score,6.4538734528715604,0.4219366823035102,4.999346410838236,7.708091436587362
alphafold_n_contacts,19.29876796714579,10.278649006925221,0.0,63.0
alphafold_peptide_plddt,58.85660923798034,23.662145369322648,18.80375,97.47178571428572
alphafold_interface_peptide_plddt,51.06264023290842,23.91245997815226,9.399318181818185,96.78454545454548
alphafold_peptide_pae,14.44294760608738,6.843531085972498,2.03345804988662,28.20415378115763
alphafold_ipsae_max,0.31096748373365923,0.3044877767216074,0.0,0.9255348977278042
alphafold_ipsae_min,0.12154176229613209,0.13179842187184912,0.0,0.589980423877372
boltz_iptm,0.7922121478393827,0.18381259526403845,0.152971863746643,0.9925642013549804
boltz_confidence_score,0.8736071429029872,0.09432768832371151,0.3538130819797516,0.9880289435386658
boltz_complex_plddt,0.8939558782555485,0.08248141037224237,0.3885654509067535,0.9886598587036132
boltz_complex_iplddt,0.8586017710655867,0.10310770180143404,0.3699395954608917,0.9883142709732056
boltz_complex_pde,0.5330270618139107,0.33666691529048326,0.2575768232345581,3.46254301071167
boltz_complex_ipde,2.555894513027379,2.687353631654179,0.2758385241031647,17.023862838745117
boltz_ligand_iptm,0.0,0.0,0.0,0.0
boltz_protein_iptm,0.7922121478393827,0.18381259526403845,0.152971863746643,0.9925642013549804
boltz_chain_0_ptm,0.9286462518652362,0.07009660021390254,0.3950136601924896,0.9906242489814758
boltz_chain_1_ptm,0.8500301607519205,0.13927546984448497,0.3177666664123535,0.9942458868026732
boltz_rosetta_score,-53.16672698767158,407.43416047262815,-1011.6897214968589,3908.7232558497535
boltz_interface_sasa,1723.1065846457484,751.1218665563263,608.7969997633452,4993.185377277605
boltz_interface_dG,105.66152548589459,222.94982052368027,-78.343851581215,3860.959139532497
boltz_interface_delta_hbond_unsat,14.061601642710473,12.156410592809186,0.0,83.0
boltz_packstat,0.6296888532234562,0.07113321196375298,0.386997162001283,0.8502376918123011
boltz_distance_score,6.4084027103322105,0.3981285069238441,5.332802327819278,7.68276636304249
boltz_n_contacts,17.6694045174538,9.76567958169387,0.0,65.0
boltz_peptide_plddt,0.7073429483230798,0.19428749967833897,0.2687392823752902,0.9862000925200326
boltz_interface_peptide_plddt,0.5856658130460901,0.20359915838820472,0.1199301347136497,0.9854617178440094
boltz_peptide_pae,9.140885304838475,5.553144113667936,1.069884425388172,30.074532422171632
boltz_peptide_pde,2.3273593917272133,2.378729594085699,0.286589232150209,16.665058818402912
boltz_ipsae_max,0.5269941278340425,0.3074961810429798,0.0,0.9722813412520648
boltz_ipsae_min,0.28124842569977204,0.2520363909338277,0.0,0.8730211733832401
intra_alphafold_mean_rmsd,7.895322021088297,7.765705895129132,0.12398894,42.62482
intra_boltz_mean_rmsd,7.16386479463519,8.24916496268944,0.11674486,42.95835113525391
intra_all_mean_rmsd,10.295475486930185,8.522742532934156,0.2387383,60.460217
inter_model_rmsd,11.554088446897733,11.979458624861454,0.23027131,84.56484
length,18.544147843942504,9.99175413588288,7.0,45.0
molecular_weight,2106.1275102669406,1111.819870835977,631.6327,5393.088100000002
aromaticity,0.07700207084761783,0.07481929239552323,0.0,0.5
instability_index,49.883991544570264,38.623287235392816,-27.24444444444444,237.25
isoelectric_point,7.476544499642061,2.780525273968023,4.0500284194946286,11.999967765808105
gravy,-0.5869259515881109,0.7632232423263288,-3.0615384615384613,1.7
helix_fraction,0.3359776798726635,0.147782567942029,0.0,0.888888888888889
turn_fraction,0.27620936662437523,0.13755842462826282,0.0,0.875
sheet_fraction,0.32428820859427554,0.11503335854028697,0.0,0.75
hydrophobic_aa_percent,0.3632831246029782,0.12504714957317326,0.0,0.75
polar_aa_percent,0.21432271917903525,0.12096737202108031,0.0,0.7777777777777778
positively_charged_aa_percent,0.1694419157164779,0.11936326189154925,0.0,0.625
negatively_charged_aa_percent,0.12565819203150036,0.1166966922778188,0.0,0.6842105263157894
delta_net_charge_frac,0.04378372368497756,0.19821747613422064,-0.6842105263157894,0.625
uHrel,0.2607564301211036,0.15166895644790446,0.0103004253636558,0.7665685012926436
